words-H-huh,huh=0.1836/0.3968,hug=2.9002/0.4603,hard hat=5.6485/0.7097,greyhound=8.7233/0.834
words-H-CH,H=0.0181/0.4580,CH=2.5646/0.1768,chipmunk=2.7528/0.2585,chimney=5.2131/0.5532,catch=7.8843/0.235
words-H-SH,H=0.1269/0.6417,SH=3.0657/0.8684,shoes=6.2154/0.2018,shovel=6.4784/0.2743,fish=8.8979/0.523
words-H-TH,TH=0.2448/0.2471,three=2.6031/0.4603,throne=5.3537/0.6167,moth=8.0498/0.428
words-H-WH,WH=0.0430/0.3741,whistle=2.7845/0.5419,wheelchair=5.6666/0.8253,whale=8.8117/0.380
words-X-ks,X=0.0907/0.1360,ks=5.4535/0.2222,fox=8.2108/0.1269,taxi=8.5374/0.2222,axe=10.827/0.190
words-X-zz,zz=0.0589/0.4943,xylophone=2.8253/0.526
words-D-duh,D=0.2653/0.3174,duh=2.7936/0.2970,dog=5.2607/0.3650,drum=7.8956/0.3990,hand=10.451/0.360
words-D-DL,DL=0.0634/0.3741,saddle=2.7052/0.5510,poodle=5.4761/0.4671,fiddle=8.2970/0.455
words-D-DR,DR=0.0975/0.4104,drink=2.6054/0.2743,drop=5.1247/0.2562,drill=7.5124/0.408
words-D-LD,D=0.0476/0.4331,LD=0.6938/0.0589,old=2.8231/0.4512,cold=5.6530/0.4852,gold=8.4852/0.360
words-D-ND,ND=0.0702/0.6190,hand=2.8571/0.4739,sandbox=5.6417/0.6054,panda=8.6734/0.473
words-D-RD,D=0.0702/0.5034,RD=2.7188/0.5328,hard hat=5.3900/0.1020,skateboard=5.5464/0.6553,lizard=8.4716/0.578
words-J-juh,J=0.1247/0.5056,juh=2.7233/0.3741,jump=5.2176/0.3242,jay=7.5986/0.5170,jeep=10.172/0.229
words-I-I,I=0.0453/0.4671,ice=2.5850/0.4875,tie=5.1496/0.5691,life jacket=7.9002/0.448
words-I-ih,I=0.0544/0.3310,ih=2.5260/0.1678,hit=4.9637/0.1904,mittens=5.2879/0.4444,fish=7.8616/0.160
words-I-IG,IG=0.0340/0.3242,pig=2.7029/0.3287,dig=5.3242/0.3764,wig=7.9569/0.360
words-I-IL,I=0.0226/0.4308,IL=2.6190/0.0907,spill=2.8027/0.4104,drill=5.2902/0.5011,silver=7.9138/0.562
words-I-IT,IT=0.0385/0.1247,hit=2.6553/0.1405,sit=5.1950/0.2857,mittens=5.6417/0.065
words-I-uh,I=0.0544/0.3310,uh=2.5260/0.1678,rabbit=4.9637/0.1904,pencil=5.2879/0.4444,family=7.8616/0.160
words-I-IR,IR=0.0476/0.4217,girl=2.6666/0.4512,bird=5.2358/0.4399,birthday cake=7.7641/0.195
words-M-mmm,mmm=0.0294/0.3469,monkey=2.4988/0.4058,mole=5.0/0.2857,hamster=5.3922/0.174
words-M-RM,RM=0.0589/0.4126,arm=2.6598/0.4829,armadillo=3.1519/0.0226,storm=5.3718/0.755
words-M-UM,M=0.0294/0.4648,UM=2.5736/0.3287,jump=5.1655/0.2335,trumpet=5.4693/0.1904,drum=7.9342/0.403
words-Z-zzz,zzz=0.0362/0.4965,zebra=2.6077/0.5736,lizard=5.3333/0.6666,dozer=8.1315/0.585
words-S-sss,sss=0.1360/0.5374,suitcase=3.0521/0.4058,whistle=5.5804/0.2721,saint bernard=6.0181/0.469
words-S-SC,SC=0.2766/0.2199,scarf=2.8888/0.3560,schoolbus=5.6893/0.6417,scratch=8.6507/0.206
words-S-SK,SK=0.1859/0.0907,skunk=0.3673/0.2290,skate=2.8276/0.0975,basket=3.0408/0.233
words-S-SL,S=0.2539/0.4081,SL=3.2380/0.5192,sled=6.2403/0.2222,slippers=6.5668/0.4149,slide=9.3265/0.532
words-S-SN,SN=0.1904/0.3129,snail=2.7369/0.4625,snake=5.4739/0.2925,snow=8.0702/0.439
words-S-SP,S=0.3333/0.2108,SP=2.9954/0.4943,spider=5.7097/0.1292,spoon=5.8820/0.4376,spill=8.7573/0.303
words-S-ST,ST=0.1247/0.1292,stilts=0.3129/0.2335,steal=2.7732/0.1156,statue=2.9387/0.233
words-S-SW,SW=0.2789/0.2970,sweet=0.5918/0.4489,swing=3.2766/0.1179,swan=3.4104/0.222
words-S-US,S=0.0272/0.5215,US=2.8594/0.5328,bus=5.5419/0.1337,cactus=5.8276/0.5941,walrus=8.5487/0.841
words-S-zz,zz=0.1088/0.6009,dogs=2.9569/0.5011,skis=3.5419/0.1519,poison=5.9342/0.115
words-S-SH,S=0.1269/0.6417,SH=3.0657/0.8684,shoes=6.2154/0.2018,shovel=6.4784/0.2743,fish=8.8979/0.523
words-A-a,A=0.0612/0.4308,a=2.5873/0.5306,ape=5.1609/0.3106,tail=7.7913/0.4897,jay=10.414/0.421
words-A-ak,ak=0.0294/0.2290,cake=2.6054/0.1927,rake=5.1315/0.2630,bake=7.5827/0.201
words-A-ah,ah=0.0430/0.4512,bat=2.5941/0.2879,cat=5.2176/0.2675,wagon=7.7845/0.510
words-A-an,an=0.0385/0.4444,man=2.6009/0.5736,hand=5.3832/0.4467,candy=8.0408/0.494
words-A-ahh,ahh=0.0430/0.4512,swan=2.5941/0.2879,father=5.2176/0.2675,squash=7.7845/0.510
words-A-aw,aw=0.0793/0.4240,saw=2.8390/0.3514,hawk=5.3968/0.2267,draw=7.9546/0.410
words-A-AL,A=0.1315/0.4126,AL=2.6077/0.4875,ball=5.2517/0.4331,fall=7.7619/0.4852,walnuts=8.4058/0.090
words-A-AR,A=0.0612/0.4308,AR=2.5532/0.5192,arm=5.3356/0.1587,star=5.5736/0.4625,garden=8.2244/0.507
words-A-uh,uh=0.1111/0.3015,canoe=2.5487/0.5147,zebra=5.2653/0.4671,sofa=7.9591/0.297
words-C-kuh,C=0.1723/0.2879,kuh=2.5510/0.1700,cat=4.8616/0.2879,canary=7.3696/0.6009,cake=10.192/0.185
words-C-CL,CL=0.0544/0.5170,clown=2.7346/0.4557,clam=5.3877/0.3968,climb=8.0181/0.399
words-C-CR,CR=0.1496/0.2902,crab=2.7346/0.4104,crane=5.4807/0.5192,cradle=8.2086/0.179
words-C-SC,SC=0.2766/0.2199,scarf=2.8888/0.3560,schoolbus=5.6893/0.6417,scratch=8.6507/0.206
words-C-CH,C=0.0181/0.4580,CH=2.5646/0.1768,chipmunk=2.7528/0.2585,chimney=5.2131/0.5532,catch=7.8843/0.235
words-C-sss,sss=0.1133/0.8435,celery=3.1564/0.6213,face=5.9274/0.5170,balance=8.5260/0.374
words-N-nnn,N=0.0702/0.4489,nnn=2.6575/0.4489,nose=5.1972/0.8798,nail=8.1541/0.6281,lion=10.882/0.684
words-N-ND,ND=0.0702/0.6190,hand=2.8571/0.4739,sandbox=5.6417/0.6054,panda=8.6734/0.473
words-N-NG,N=0.0317/0.5306,NG=2.7777/0.4693,king=5.5850/0.4580,sing=8.1564/0.2403,finger=8.5192/0.049
words-N-an,an=0.0385/0.4444,man=2.6009/0.5736,hand=5.3832/0.4467,candy=8.0408/0.494
words-N-RN,RN=0.0634/0.5646,barn=2.7437/0.5419,corn=5.4512/0.5147,horn=8.0476/0.512
words-N-SN,SN=0.1904/0.3129,snail=2.7369/0.4625,snake=5.4739/0.2925,snow=8.0702/0.439
words-N-UN,N=0.0/0.4444,UN=2.7823/0.6485,nun=5.8163/0.5419,bunny=8.6689/0.2902,chipmunk=9.0589/0.244
words-Y-yuh,Y=0.1111/0.4535,yuh=2.6938/0.4195,yellow=5.2902/0.5056,yo-yo=8.0/0.5283,crayons=10.687/0.523
words-Y-i,i=0.1111/0.4489,cry=2.7936/0.4058,fly=5.3038/0.4467,sky=8.0521/0.346
words-Y-e,Y=0.0362/0.3197,e=2.5215/0.5238,baby=5.2199/0.5374,candy=8.0408/0.2585,sleepy=8.3922/0.079
words-Y-LY,Y=0.0929/0.4557,LY=2.7142/0.5646,silly=5.3696/0.4761,hilly=8.0385/0.3038,jellyfish=8.4489/0.378
words-R-RD,R=0.0702/0.5034,RD=2.7188/0.5328,hard hat=5.3900/0.1020,skateboard=5.5464/0.6553,lizard=8.4716/0.578
words-R-RK,RK=0.0204/0.2335,fork=2.6326/0.3015,dark=5.1337/0.2766,work=7.6984/0.247
words-R-RL,RL=0.0521/0.6303,girl=2.8208/0.5646,pearl=5.8049/0.5850,curl=8.7755/0.501
words-R-RM,RM=0.0589/0.4126,arm=2.6598/0.4829,armadillo=3.1519/0.0226,storm=5.3718/0.755
words-R-RN,RN=0.0634/0.5646,barn=2.7437/0.5419,corn=5.4512/0.5147,horn=8.0476/0.512
words-R-AR,R=0.0612/0.4308,AR=2.5532/0.5192,arm=5.3356/0.1587,star=5.5736/0.4625,garden=8.2244/0.507
words-R-BR,R=0.0136/0.2947,BR=2.4058/0.4172,bridge=2.8276/0.0317,break=5.2244/0.3401,brush=8.0498/0.546
words-R-CR,CR=0.1496/0.2902,crab=2.7346/0.4104,crane=5.4807/0.5192,cradle=8.2086/0.179
words-R-DR,DR=0.0975/0.4104,drink=2.6054/0.2743,drop=5.1247/0.2562,drill=7.5124/0.408
words-R-ER,ER=0.0362/0.3968,car=2.5736/0.2018,chair=2.9931/0.1496,horse=5.3265/0.131
words-R-FR,R=0.0657/0.4126,FR=2.6258/0.4467,frog=5.2176/0.4920,frisbee=7.8480/0.2811,frying pan=8.2267/0.317
words-R-GR,R=0.0385/0.4988,GR=2.6575/0.2925,grape=5.0975/0.2902,grass=7.7687/0.2585,angry=8.1020/0.206
words-R-IR,IR=0.0476/0.4217,girl=2.6666/0.4512,bird=5.2358/0.4399,birthday cake=7.7641/0.195
words-R-OR,R=0.0272/0.4716,OR=2.7142/0.2970,fork=5.3174/0.0680,storm=5.4376/0.4716,corn=8.0612/0.324
words-R-PR,PR=0.0204/0.3877,proud=2.5918/0.0929,pretzel=2.7029/0.4421,present=5.4126/0.281
words-R-TR,TR=0.0272/0.4172,tricycle=2.7755/0.5374,tree=3.3854/0.2902,firetruck=5.9818/0.528
words-R-UR,R=0.0158/0.4829,UR=2.6281/0.4625,turtle=5.2222/0.5646,purse=7.8956/0.2743,surfboard=8.2675/0.215
words-G-guh,G=0.1224/0.3356,guh=2.6893/0.3242,goose=5.2585/0.4716,goat=7.9705/0.3242,flag=10.480/0.399
